dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat
0.787479,tcp,-,FIN,10,8,564,354,21.587878,254,252,5160.772461,3149.290283,2,1,83.630333,108.03243,6000.512796,150.898531,255,747709529,1648663265,255,0.067506,0.031241,0.036265,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.451286,tcp,http,FIN,10,6,1020,268,33.238346,254,252,16273.49414,3970.874512,2,1,48.784222,77.252,2605.080219,126.427031,255,3930765524,4170033999,255,0.121718,0.065015,0.056703,102,45,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Reconnaissance
1.762617,tcp,http,FIN,10,8,834,354,9.64475,254,252,3408.568115,1406.998779,2,1,193.127778,235.308,11778.49896,487.120031,255,831173162,1197504835,255,0.203282,0.11546,0.087822,83,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.531987,tcp,http,FIN,10,8,1256,354,31.955667,254,252,17007.93359,4661.768066,2,1,56.241444,67.443,3718.629406,117.049719,255,868722473,999034373,255,0.12041,0.059878,0.060532,126,44,1,0,4,1,1,1,1,2,0,0,1,1,2,0,Reconnaissance
0.598567,tcp,http,FIN,10,6,826,268,25.059851,254,252,9943.749023,2993.816895,2,1,62.603667,103.479203,3174.547767,159.373031,255,2956924871,621662714,255,0.142127,0.081167,0.06096,83,45,1,0,1,1,2,1,1,1,0,0,1,2,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,2,1,1,1,0,0,0,1,3,0,Reconnaissance
1.79713,tcp,-,FIN,10,8,564,354,9.459527,254,252,2261.383545,1379.978027,2,1,199.568222,244.059578,11672.8506,345.303625,255,3414211865,778965629,255,0.215422,0.088709,0.126713,56,44,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Reconnaissance
5e-06,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,8,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,2,1,1,1,0,0,0,2,2,0,Reconnaissance
1.088898,tcp,-,FIN,10,8,564,354,15.612115,254,252,3732.213867,2277.531982,2,1,120.985333,140.754719,8036.523888,192.074422,255,1962969361,813431571,255,0.176029,0.103614,0.072415,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance
0.190223,tcp,http,FIN,10,6,902,268,78.85482,254,252,34149.39453,9420.522461,2,1,19.493111,36.374199,1035.969762,61.652242,255,1216905574,2430237932,255,0.0542,0.008343,0.045857,90,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
0.36347,tcp,http,FIN,10,6,1282,268,41.268882,254,252,25399.62109,4930.255859,2,1,40.278556,58.863398,1990.213546,81.323703,255,1943174958,3444077467,255,0.111802,0.069152,0.04265,128,45,1,0,1,1,1,1,1,1,0,0,1,4,1,0,Reconnaissance
1.154325,tcp,-,FIN,10,8,564,354,14.727221,254,252,3520.672119,2148.44165,2,1,123.321556,154.925141,8043.853534,206.1655,255,1461351795,3320671397,255,0.137337,0.069843,0.067494,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.757587,tcp,-,FIN,10,8,564,354,22.439667,254,252,5364.400391,3273.55127,2,1,77.189111,106.09557,5803.14329,139.292359,255,3927755642,4044148902,255,0.051705,0.014912,0.036793,56,44,0,0,1,1,1,1,1,1,0,0,0,13,1,0,Reconnaissance
0.822865,tcp,-,FIN,10,8,564,354,20.659525,254,252,4938.841797,3013.860107,2,1,91.429444,112.351711,6486.59246,154.93075,255,1119267419,576093954,255,0.09341,0.035749,0.057661,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,1,1,0,Reconnaissance
0.0,udp,-,INT,2,0,168,0,0.0,254,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,9,2,1,1,1,1,0,0,0,3,1,0,Reconnaissance
5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Reconnaissance
0.637795,tcp,-,FIN,10,8,564,354,26.654334,254,252,6371.953613,3888.396973,2,1,69.495889,90.07243,5453.824857,138.811359,255,2436573696,1206550208,255,0.060975,0.007279,0.053696,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
1.858006,tcp,-,FIN,10,8,564,354,9.149594,254,252,2187.291016,1334.764282,2,1,206.335444,251.460281,13162.00177,368.396937,255,1886325907,3257607081,255,0.19323,0.097774,0.095456,56,44,0,0,1,1,2,1,1,3,0,0,0,2,2,0,Reconnaissance
3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,8,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,33,1,0,Reconnaissance
3e-06,igp,-,INT,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,8,8,8,10,0,0,0,8,10,0,Reconnaissance
0.968082,tcp,-,FIN,10,8,564,354,17.560496,254,252,4197.991211,2561.766357,2,1,106.016111,134.604141,6619.824954,209.941125,255,4158741434,3198271038,255,0.095979,0.025845,0.070134,56,44,0,0,1,1,3,1,1,1,0,0,0,1,1,0,Reconnaissance
0.837249,tcp,-,FIN,10,8,564,354,20.304593,254,252,4853.992188,2962.081787,2,1,91.518222,109.17357,6352.967291,156.644516,255,958941961,1546351981,255,0.142831,0.073025,0.069806,56,44,0,0,5,1,1,1,1,1,0,0,0,21,1,0,Reconnaissance
0.652372,tcp,-,FIN,10,8,564,354,26.058752,254,252,6229.574707,3801.511963,2,1,71.703222,90.536711,5442.471352,139.828609,255,2180487266,1326583272,255,0.068927,0.018612,0.050315,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.779097,tcp,-,FIN,10,8,564,354,21.820132,254,252,5216.294922,3183.172119,2,1,86.566333,105.31,5782.173502,150.553578,255,1621393032,1539728175,255,0.110998,0.041375,0.069623,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.197888,tcp,http,FIN,10,6,908,268,75.800452,254,252,33069.21094,9055.626953,2,1,20.119444,29.225199,1149.72479,39.626723,255,2612529551,3866968911,255,0.097415,0.051757,0.045658,91,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
0.989514,tcp,-,FIN,10,8,564,354,17.180151,254,252,4107.066895,2506.280762,2,1,105.783,133.424578,7076.922105,188.028406,255,2746171937,123265389,255,0.079437,0.055534,0.023903,56,44,0,0,5,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,1,3,0,Reconnaissance
1.30501,tcp,-,FIN,10,8,564,354,13.02672,254,252,3114.152588,1900.368652,2,1,144.906,166.555578,8064.942667,253.510547,255,3102793687,738527920,255,0.278625,0.139117,0.139508,56,44,0,0,6,1,1,1,1,1,0,0,0,3,1,0,Reconnaissance
5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0,Reconnaissance
59.478535,ospf,-,INT,80,0,21760,0,1.32821,254,0,2890.185547,0.0,0,0,752.892875,0.0,1035.923438,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.959262,tcp,-,FIN,10,8,564,354,17.721957,254,252,4236.590332,2585.320801,2,1,105.148778,131.547578,7826.543297,184.926422,255,2708574998,3234646655,255,0.091372,0.038423,0.052949,56,44,0,0,2,1,3,1,1,2,0,0,0,19,4,0,Reconnaissance
0.812695,tcp,-,FIN,10,8,564,354,20.918056,254,252,5000.645996,3051.575195,2,1,90.299444,103.455289,5874.310918,152.715219,255,1067882221,1152918242,255,0.142713,0.072782,0.069931,56,44,0,0,8,1,1,1,1,1,0,0,0,3,1,0,Reconnaissance
1.364945,tcp,-,FIN,10,8,564,354,12.454714,254,252,2977.40918,1816.922974,2,1,151.630111,186.193578,9922.792616,258.533219,255,885191791,377220464,255,0.127489,0.061581,0.065908,56,44,0,0,1,1,2,1,1,1,0,0,0,1,4,0,Reconnaissance
2e-06,sctp,-,INT,2,0,640,0,500000.0013,254,0,1280000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,320,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,Reconnaissance
0.627858,tcp,-,FIN,10,8,564,354,27.076187,254,252,6472.80127,3949.937744,2,1,69.290333,88.379289,5448.669019,138.296953,255,4250777238,1270704554,255,0.054076,0.009194,0.044882,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.5e-05,udp,-,INT,2,0,168,0,66666.66835,254,0,44800000.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,23,6,0,Reconnaissance
1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.950201,tcp,-,FIN,10,8,564,354,17.890952,254,252,4276.989746,2609.974121,2,1,101.793667,127.162,7537.921314,176.716094,255,1186944093,2275037648,255,0.103848,0.060057,0.043791,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2.058282,tcp,-,FIN,10,8,564,354,8.259316,254,252,1974.46228,1204.888428,2,1,228.698,278.893719,17105.32048,464.467906,255,3789548745,2676731940,255,0.160909,0.105535,0.055374,56,44,0,0,2,1,19,1,1,1,0,0,0,1,1,0,Reconnaissance
1.011395,tcp,-,FIN,10,8,564,354,16.808468,254,252,4018.212646,2452.058838,2,1,108.943778,135.970578,7653.117707,191.792,255,994480886,4163790502,255,0.1033,0.059588,0.043712,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,Reconnaissance
3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,mfe-nsp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0,Reconnaissance
0.656105,tcp,-,FIN,10,8,564,354,25.910488,254,252,6194.130859,3779.882812,2,1,72.900556,90.68557,5463.771835,138.253547,255,2771727894,648539105,255,0.065499,0.013083,0.052416,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.90342,tcp,-,FIN,10,8,564,354,18.817383,254,252,4498.461426,2745.124268,2,1,95.831,121.917,6342.973089,179.881531,255,1711108640,734104052,255,0.124542,0.049997,0.074545,56,44,0,0,1,1,1,1,1,1,0,0,0,6,1,0,Reconnaissance
1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,19,0,0,0,1,1,0,Reconnaissance
0.777999,tcp,http,FIN,10,6,926,268,19.280231,254,252,8575.84668,2303.344971,2,1,83.095778,136.504,4393.199278,224.627328,255,1288847395,3396690538,255,0.180558,0.095468,0.08509,93,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.434335,tcp,-,FIN,10,8,564,354,11.852182,254,252,2833.368896,1729.024292,2,1,154.898,185.812859,10331.70996,264.950688,255,3956469916,3243747767,255,0.191447,0.133624,0.057823,56,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,2,1,2,0,0,0,2,1,0,Reconnaissance
0.655654,tcp,http,FIN,10,8,892,354,25.928309,254,252,9797.850586,3782.482666,2,1,72.850444,80.17057,4640.497022,136.008484,255,1283864639,1869207671,255,0.122725,0.062236,0.060489,89,44,1,0,2,1,2,2,2,2,0,0,4,2,2,0,Reconnaissance
1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.630587,tcp,-,FIN,10,8,564,354,10.425693,254,252,2492.354004,1520.924683,2,1,174.740222,218.114422,11783.6154,297.812875,255,3154254692,2184140806,255,0.22326,0.103785,0.119475,56,44,0,0,4,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,2,0,Reconnaissance
7e-06,pri-enc,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,5,4,4,8,0,0,0,5,6,0,Reconnaissance
0.917333,tcp,-,FIN,10,8,564,354,18.531983,254,252,4430.234375,2703.489258,2,1,99.530778,126.967141,6299.309999,197.834734,255,1053603260,3271388877,255,0.079122,0.02856,0.050562,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
5e-06,ddx,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Reconnaissance
2.4e-05,udp,-,INT,2,0,168,0,41666.66519,254,0,28000000.0,0.0,0,0,0.024,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.695493,tcp,http,FIN,10,6,810,268,21.567435,254,252,8385.418945,2576.5896,2,1,74.329,108.711797,4172.896774,165.254906,255,412240992,3817043173,255,0.211143,0.151926,0.059217,81,45,1,0,2,1,2,1,1,1,0,0,1,7,5,0,Reconnaissance
1.703464,tcp,-,FIN,10,8,564,354,9.979665,254,252,2385.726807,1455.856934,2,1,189.273778,232.634859,13176.15701,362.825156,255,1598603777,3460785228,255,0.132548,0.074049,0.058499,56,44,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.126507,tcp,-,FIN,10,8,564,354,15.090895,254,252,3607.611816,2201.495361,2,1,121.714444,153.925141,9114.618046,225.786828,255,2339193040,3179353505,255,0.099265,0.049023,0.050242,56,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
1.432048,tcp,-,FIN,10,8,564,354,11.871111,254,252,2837.893799,1731.785522,2,1,156.439889,193.368,9499.896358,285.055375,255,4076347989,2733730208,255,0.220727,0.078467,0.14226,56,44,0,0,1,1,1,1,1,2,0,0,0,2,1,0,Reconnaissance
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,6,1,0,Reconnaissance
1.214283,tcp,http,FIN,10,8,756,354,14.000031,254,252,4486.598145,2042.357544,2,1,131.986333,164.339859,9241.458728,232.415562,255,1714799186,216703020,255,0.144316,0.063902,0.080414,76,44,1,0,1,1,2,1,1,4,0,0,1,4,1,0,Reconnaissance
2e-06,udp,-,INT,2,0,168,0,500000.0013,254,0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,8,2,2,1,1,1,0,0,0,5,2,0,Reconnaissance
1e-06,sctp,-,INT,2,0,640,0,1000000.003,254,0,2560000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,320,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.155076,tcp,-,FIN,10,8,564,354,14.717646,254,252,3518.383057,2147.044922,2,1,124.576444,150.962859,9240.461984,218.013281,255,3945882825,2378577418,255,0.136318,0.098333,0.037985,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Reconnaissance
0.660791,tcp,-,FIN,10,8,564,354,25.726743,254,252,6150.205078,3753.077881,2,1,71.624444,91.393711,5493.550251,137.379953,255,3016493754,3392379361,255,0.030046,0.021031,0.009015,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,6,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,2,2,0,Reconnaissance
6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
4.2e-05,udp,-,INT,2,0,168,0,23809.524,254,0,16000000.0,0.0,0,0,0.042,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.849092,tcp,-,FIN,10,8,564,354,9.193702,254,252,2197.835449,1341.198853,2,1,202.756,251.314719,13956.51729,374.782219,255,1835457684,2325425695,255,0.157799,0.089883,0.067916,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.638301,tcp,-,FIN,10,8,564,354,26.633202,254,252,6366.901855,3885.314209,2,1,70.303889,89.835,5480.248404,140.352531,255,285132580,2110298233,255,0.057454,0.009449,0.048005,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2.104191,tcp,http,FIN,10,8,834,354,8.079114,254,252,2855.253906,1178.60022,2,1,233.730556,281.135281,14218.92794,422.845844,255,867951711,3398531403,255,0.304047,0.136235,0.167812,83,44,0,0,2,1,1,2,1,1,0,0,0,2,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,6,2,1,1,1,1,0,0,0,1,4,0,Reconnaissance
1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.330572,tcp,http,FIN,10,6,846,268,45.375893,254,252,18440.76367,5420.906738,2,1,35.704556,55.963602,2289.564163,103.552594,255,2465275186,654868631,255,0.096706,0.050753,0.045953,85,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance
0.950018,tcp,-,FIN,10,8,564,354,17.894398,254,252,4277.813965,2610.476807,2,1,105.449444,124.649711,6293.388048,186.330266,255,1046023658,2827779497,255,0.156044,0.077463,0.078581,56,44,0,0,1,1,21,1,1,31,0,0,0,21,1,0,Reconnaissance
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,5,4,4,14,0,0,0,5,12,0,Reconnaissance
8e-06,prm,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,Reconnaissance
0.735304,tcp,-,FIN,10,8,564,354,23.119689,254,252,5526.96582,3372.754639,2,1,78.189,102.599289,5720.717574,135.082031,255,1277137244,725652274,255,0.032439,0.017098,0.015341,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.180214,tcp,-,FIN,10,6,800,268,83.234376,254,252,31962.0,9943.733398,2,1,18.739556,34.808,1000.025176,60.543246,255,2729915049,90601934,255,0.052855,0.006162,0.046693,80,45,0,0,4,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,8,6,0,Reconnaissance
1.787302,tcp,http,FIN,10,8,838,354,9.511543,254,252,3379.395264,1387.566284,2,1,192.702444,244.183281,11682.82367,389.212031,255,1408676653,4034315322,255,0.16647,0.078009,0.088461,84,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.62805,tcp,-,FIN,10,8,564,354,27.067907,254,252,6470.822266,3948.72998,2,1,69.783333,88.30443,5420.859199,141.404641,255,1172898911,2048584189,255,0.050746,0.005664,0.045082,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,6,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
